vertices,redexes,redex_depths,redex_indexes,heights,widths,steps_time,strategy_name
56,8,2,2,12,17,176665,LO
85,15,2,2,13,26,153436,LO
277,49,2,2,20,80,496087,LO
51,8,2,2,12,15,93148,LO
73,9,2,2,14,14,121147,LO
17,2,1,1,6,4,12535,LO
55,5,6,7,17,20,274977,LO
52,5,5,6,15,19,203127,LO
49,4,8,14,13,18,221027,LO
46,3,9,15,12,17,207974,LO
41,2,7,18,12,16,241865,LO
28,1,6,17,8,11,112214,LO
52,6,2,2,12,18,88853,LO
64,8,5,5,11,20,188955,LO
61,8,4,4,11,19,166723,LO
49,6,3,3,11,16,130561,LO
46,5,3,3,10,15,131539,LO
53,6,3,3,10,16,130517,LO
50,6,2,2,10,15,86398,LO
42,4,4,4,8,13,97694,LO
39,4,3,3,8,12,79485,LO
23,2,2,2,8,8,25642,LO
20,1,2,2,8,7,20404,LO
17,1,1,1,8,6,10367,LO
53,8,1,1,18,20,39347,LO
50,7,2,2,17,19,44913,LO
54,5,1,1,17,18,49390,LO
71,5,4,4,15,25,93805,LO
68,5,3,3,15,24,76086,LO
67,5,4,4,15,23,80885,LO
63,4,3,7,15,22,91852,LO
52,5,1,1,20,19,47200,LO
55,8,3,3,19,18,107288,LO
52,8,2,2,19,17,93875,LO
49,8,1,1,18,16,44626,LO
54,10,2,2,16,15,56003,LO
51,9,2,2,16,14,51872,LO
37,7,1,1,16,11,21160,LO
34,6,2,2,15,10,38707,LO
31,5,7,9,14,9,92099,LO
28,4,6,11,14,8,86323,LO
25,3,6,11,12,7,70175,LO
22,2,6,11,11,6,62184,LO
54,8,1,1,18,20,36924,LO
51,7,1,1,19,19,28136,LO
48,6,1,1,19,18,25805,LO
45,5,2,2,18,17,47396,LO
42,4,8,11,17,16,143446,LO
39,3,9,17,17,15,148085,LO
52,6,1,1,15,16,36926,LO
148,14,3,3,20,48,303257,LO
112,11,2,2,20,36,170789,LO
109,11,1,1,20,35,98126,LO
73,7,3,3,18,23,110340,LO
36,3,7,7,16,11,158918,LO
53,5,7,8,20,18,234781,LO
54,5,3,3,16,17,107745,LO
55,3,1,1,14,20,26317,LO
52,2,11,35,14,19,202989,LO
47,1,11,39,14,18,185721,LO
51,2,6,6,14,19,207878,LO
48,1,7,7,17,18,231900,LO
44,1,6,6,15,17,175757,LO
53,8,1,1,22,16,25768,LO
50,7,8,9,21,15,149810,LO
46,6,8,10,21,14,163303,LO
43,5,8,10,19,13,141745,LO
40,4,9,11,21,12,152498,LO
33,3,12,14,19,10,167707,LO
30,2,12,14,17,9,142371,LO
58,4,2,2,13,22,73351,LO
67,3,4,4,11,27,196148,LO
24,2,7,11,10,9,87781,LO
21,1,7,11,8,8,71386,LO
53,7,2,2,14,18,48861,LO
50,6,13,22,15,17,195706,LO
47,5,8,23,15,16,165882,LO
44,4,11,28,14,15,184150,LO
37,2,10,30,13,13,147522,LO
58,5,3,3,19,23,186151,LO
55,5,2,2,18,22,119808,LO
62,9,2,2,16,21,111961,LO
59,8,4,4,15,20,275738,LO
62,12,6,6,13,19,404870,LO
59,11,6,6,13,18,355079,LO
56,10,6,6,13,17,268717,LO
53,10,5,5,13,16,239713,LO
50,9,5,5,13,15,274290,LO
47,8,5,5,13,14,190128,LO
44,8,4,4,13,13,205107,LO
41,7,4,4,12,12,154013,LO
38,6,4,4,11,11,141038,LO
14,1,3,3,5,4,48836,LO
11,1,2,2,5,3,19112,LO
8,1,1,1,4,2,8378,LO
5,1,1,1,2,1,5073,LO
54,3,2,2,14,21,56141,LO
51,3,1,1,14,20,33615,LO
48,2,8,20,13,19,201344,LO
45,1,6,40,11,18,120712,LO
56,2,8,10,19,20,212231,LO
51,2,7,9,19,18,185543,LO
55,5,1,1,14,20,41997,LO
80,4,2,2,18,31,73366,LO
57,9,1,1,11,18,33624,LO
54,8,4,5,15,17,94551,LO
52,4,7,7,19,17,196249,LO
57,8,1,1,14,19,26223,LO
54,7,1,1,13,18,26525,LO
143,20,1,1,14,47,81774,LO
892,123,2,2,24,294,1509264,LO
101,14,1,1,14,32,47663,LO
98,13,4,4,16,31,209184,LO
463,64,5,5,26,150,1310958,LO
56,7,4,4,16,16,96716,LO
53,6,9,9,18,15,228869,LO
14,1,8,8,12,1,44277,LO
51,5,3,3,11,17,81201,LO
73,6,3,3,17,25,117107,LO
40,2,14,21,15,14,238354,LO
37,1,12,30,15,13,186675,LO
55,7,1,1,16,18,54287,LO
88,15,2,2,15,26,166872,LO
148,24,2,2,18,44,312985,LO
82,14,1,1,16,24,78044,LO
72,11,3,3,14,21,135518,LO
69,11,2,2,14,20,120144,LO
66,10,5,5,13,19,281765,LO
59,9,4,4,13,17,242020,LO
23,3,4,4,5,6,57830,LO
20,3,3,3,5,5,40579,LO
17,2,3,3,5,4,31049,LO
14,2,2,2,5,3,18102,LO
11,2,1,1,5,2,8443,LO
56,5,7,8,20,22,240435,LO
53,4,9,15,20,21,296861,LO
50,3,12,20,18,20,369240,LO
50,4,11,19,17,20,288763,LO
47,3,13,22,15,19,275758,LO
41,1,12,23,13,17,215395,LO
51,5,2,2,14,15,86486,LO
48,5,1,1,15,14,40250,LO
41,4,3,3,13,13,62517,LO
38,4,2,2,13,12,39152,LO
35,3,2,2,13,11,34931,LO
56,8,1,1,13,21,45718,LO
107,13,1,1,13,38,53010,LO
104,12,2,2,13,37,215980,LO
267,31,3,3,14,96,645030,LO
344,38,8,8,14,123,1352372,LO
341,38,7,7,14,122,1140183,LO
339,38,7,7,14,121,1160392,LO
336,38,6,6,14,120,1072607,LO
333,37,7,7,14,119,1224664,LO
330,37,6,6,14,118,1229999,LO
328,37,6,6,14,117,1156408,LO
325,37,5,5,14,116,1143990,LO
322,36,6,6,14,115,1132596,LO
299,33,8,8,14,107,1016216,LO
296,33,7,7,14,106,933184,LO
294,33,7,7,14,105,886319,LO
291,33,6,6,14,104,825508,LO
288,32,7,7,14,103,850189,LO
285,32,6,6,14,102,838890,LO
283,32,6,6,14,101,773110,LO
280,32,5,5,14,100,974232,LO
277,31,7,7,14,99,986543,LO
274,31,6,6,14,98,781536,LO
272,31,6,6,14,97,702589,LO
269,31,5,5,14,96,717356,LO
266,30,6,6,14,95,731746,LO
263,30,5,5,14,94,642664,LO
261,30,5,5,14,93,734591,LO
258,30,4,4,14,92,619383,LO
255,29,7,7,14,91,643053,LO
252,29,6,6,14,90,736388,LO
250,29,6,6,14,89,599662,LO
247,29,5,5,14,88,582426,LO
244,29,4,4,14,87,624348,LO
284,33,4,4,14,101,746709,LO
238,27,4,4,14,85,529443,LO
204,23,5,5,14,73,394415,LO
201,23,4,4,14,72,365680,LO
199,23,4,4,14,71,426305,LO
196,23,3,3,14,70,427179,LO
193,22,4,4,14,69,342192,LO
190,22,3,3,14,68,324114,LO
188,22,3,3,14,67,320312,LO
185,22,2,2,14,66,345083,LO
182,21,3,3,13,65,440399,LO
259,28,8,8,13,92,1077542,LO
256,28,7,7,13,91,1072429,LO
254,28,7,7,13,90,1003216,LO
251,28,6,6,13,89,1009802,LO
248,27,7,7,13,88,1001254,LO
245,27,6,6,13,87,1293432,LO
243,27,6,6,13,86,1052327,LO
240,27,5,5,13,85,1048080,LO
237,26,6,6,13,84,958651,LO
214,23,8,8,13,76,875298,LO
211,23,7,7,13,75,934679,LO
209,23,7,7,13,74,701461,LO
206,23,6,6,13,73,667566,LO
203,22,7,7,13,72,698891,LO
200,22,6,6,13,71,629904,LO
198,22,6,6,13,70,697781,LO
195,22,5,5,13,69,598479,LO
192,21,7,7,13,68,596210,LO
189,21,6,6,13,67,574274,LO
187,21,6,6,13,66,620531,LO
184,21,5,5,13,65,530537,LO
181,20,6,6,13,64,539565,LO
178,20,5,5,13,63,498494,LO
176,20,5,5,13,62,485560,LO
173,20,4,4,13,61,461987,LO
170,19,7,7,13,60,500224,LO
167,19,6,6,13,59,468054,LO
165,19,6,6,13,58,454985,LO
162,19,5,5,13,57,499724,LO
159,19,4,4,13,56,458472,LO
199,23,4,4,13,70,617597,LO
153,17,4,4,13,54,389940,LO
119,13,5,5,13,42,242840,LO
116,13,4,4,13,41,222274,LO
114,13,4,4,13,40,213980,LO
111,13,3,3,13,39,184206,LO
108,12,4,4,13,38,183880,LO
105,12,3,3,13,37,167728,LO
103,12,3,3,13,36,160629,LO
100,12,2,2,13,35,149206,LO
97,11,2,2,12,34,169109,LO
174,18,7,7,12,61,605874,LO
171,18,6,6,12,60,578935,LO
169,18,6,6,12,59,594607,LO
166,18,5,5,12,58,542223,LO
163,17,6,6,12,57,534753,LO
160,17,5,5,12,56,511155,LO
158,17,5,5,12,55,620251,LO
155,17,4,4,12,54,481018,LO
152,16,5,5,11,53,532944,LO
129,13,7,7,11,45,422486,LO
126,13,6,6,11,44,470165,LO
124,13,6,6,11,43,443024,LO
121,13,5,5,11,42,395287,LO
118,12,6,6,11,41,476266,LO
115,12,5,5,11,40,352562,LO
113,12,5,5,11,39,399100,LO
110,12,4,4,11,38,377169,LO
107,11,6,6,11,37,309234,LO
104,11,5,5,11,36,286189,LO
102,11,5,5,11,35,274296,LO
99,11,4,4,11,34,256183,LO
96,10,5,5,11,33,251988,LO
93,10,4,4,11,32,232835,LO
91,10,4,4,11,31,222957,LO
88,10,3,3,11,30,208412,LO
85,9,6,6,10,29,240681,LO
82,9,5,5,10,28,218573,LO
80,9,5,5,10,27,206742,LO
77,9,4,4,10,26,187906,LO
74,9,3,3,10,25,170118,LO
114,13,3,3,11,39,366705,LO
68,7,3,3,9,23,155734,LO
34,3,4,4,7,11,64801,LO
31,3,3,3,7,10,48143,LO
29,3,3,3,7,9,42009,LO
26,3,2,2,7,8,29887,LO
23,2,3,3,7,7,34490,LO
20,2,2,2,7,6,21486,LO
18,2,2,2,7,5,35201,LO
15,2,1,1,7,4,9060,LO
12,1,4,4,6,3,30171,LO
9,1,3,3,5,2,15862,LO
7,1,3,3,4,1,12867,LO
58,11,2,2,16,18,87133,LO
21,3,1,1,7,6,12967,LO
55,7,7,8,15,20,281797,LO
52,7,6,7,15,19,177874,LO
49,6,5,9,15,18,190214,LO
46,5,5,9,13,17,222026,LO
43,4,9,17,13,16,250276,LO
40,3,10,22,12,15,230925,LO
37,2,8,25,12,14,197845,LO
33,1,8,25,11,13,169643,LO
30,1,7,24,11,12,146512,LO
55,5,3,3,22,16,193392,LO
134,12,5,5,23,37,629999,LO
95,9,4,4,23,26,412661,LO
92,9,3,3,23,25,300758,LO
48,4,3,3,21,13,197292,LO
9,1,2,2,4,2,18870,LO
6,1,1,1,3,1,6343,LO
52,4,2,2,14,15,93198,LO
49,4,1,1,14,14,44469,LO
31,2,2,2,12,9,36480,LO
28,1,8,15,11,8,151062,LO
23,1,7,14,9,7,123569,LO
53,4,1,1,20,17,51662,LO
60,6,1,1,19,18,46366,LO
109,9,2,2,21,33,130609,LO
54,4,11,12,19,16,339704,LO
50,4,10,11,19,15,300725,LO
44,4,9,10,19,13,274775,LO
22,1,12,14,13,6,107763,LO
51,3,1,1,15,15,34200,LO
87,4,3,3,17,26,153400,LO
84,4,2,2,17,25,92015,LO
37,1,9,12,15,11,120275,LO
57,5,1,1,16,22,50673,LO
224,34,5,5,20,71,981261,LO
221,34,4,4,20,70,417278,LO
218,34,3,3,20,69,441266,LO
215,34,2,2,20,68,389074,LO
212,33,2,2,22,67,481600,LO
208,32,2,2,20,66,410555,LO
205,31,5,5,19,65,396202,LO
202,31,4,4,19,64,408024,LO
199,31,3,3,19,63,360274,LO
196,31,2,2,19,62,334534,LO
193,30,2,2,21,61,391262,LO
189,29,2,2,19,60,345225,LO
186,28,5,5,18,59,356770,LO
183,28,4,4,18,58,327791,LO
180,28,3,3,18,57,334573,LO
177,28,2,2,18,56,308806,LO
174,27,2,2,20,55,455827,LO
170,26,2,2,18,54,267281,LO
167,25,6,6,17,53,515275,LO
164,25,5,5,17,52,502705,LO
161,25,4,4,17,51,509238,LO
158,25,3,3,17,50,402016,LO
155,24,3,3,19,49,415681,LO
151,23,3,3,17,48,401008,LO
148,23,2,2,16,47,270802,LO
145,23,1,1,14,46,117685,LO
250,40,7,7,12,78,655592,LO
247,40,6,6,12,77,570720,LO
244,40,5,5,12,76,624422,LO
241,40,4,4,12,75,703203,LO
238,39,4,4,12,74,522046,LO
234,38,4,4,12,73,492549,LO
231,37,6,6,12,72,566869,LO
228,37,5,5,12,71,473015,LO
225,37,4,4,12,70,454704,LO
222,37,3,3,12,69,465234,LO
219,36,3,3,14,68,455188,LO
215,35,3,3,12,67,602506,LO
212,34,6,6,12,66,526800,LO
209,34,5,5,12,65,560697,LO
206,34,4,4,12,64,460301,LO
203,34,3,3,12,63,505568,LO
200,33,3,3,13,62,580098,LO
196,32,3,3,12,61,419439,LO
193,31,3,3,12,60,431101,LO
154,24,5,5,12,48,340480,LO
151,24,4,4,12,47,296774,LO
148,24,3,3,12,46,298003,LO
145,24,2,2,12,45,254128,LO
142,23,2,2,14,44,296915,LO
138,22,2,2,12,43,214887,LO
135,22,1,1,11,42,112034,LO
132,21,5,5,10,41,190963,LO
129,21,4,4,10,40,150515,LO
126,21,3,3,10,39,134842,LO
123,21,2,2,10,38,121091,LO
120,20,2,2,10,37,110051,LO
116,19,2,2,10,36,89333,LO
113,18,4,4,10,35,98206,LO
110,18,3,3,10,34,83149,LO
107,18,2,2,10,33,69488,LO
104,18,1,1,10,32,54014,LO
101,17,1,1,12,31,99167,LO
97,16,1,1,10,30,47291,LO
94,15,5,5,9,29,177275,LO
91,15,4,4,9,28,157601,LO
88,15,3,3,9,27,141037,LO
85,15,2,2,9,26,118814,LO
82,14,2,2,11,25,131806,LO
78,13,2,2,9,24,97482,LO
75,12,5,5,8,23,133096,LO
72,12,4,4,8,22,116283,LO
69,12,3,3,8,21,94681,LO
66,12,2,2,8,20,78217,LO
63,11,2,2,10,19,81208,LO
59,10,2,2,8,18,60051,LO
56,9,4,4,8,17,73830,LO
53,9,3,3,8,16,57067,LO
50,9,2,2,8,15,42605,LO
47,9,1,1,8,14,27129,LO
44,8,1,1,10,13,40918,LO
40,7,1,1,8,12,19742,LO
37,6,4,4,7,11,95548,LO
34,6,3,3,7,10,47650,LO
31,6,2,2,7,9,34918,LO
28,6,1,1,7,8,19143,LO
25,5,1,1,9,7,23358,LO
21,4,1,1,7,6,12101,LO
18,3,3,3,6,5,30619,LO
15,3,2,2,6,4,17841,LO
12,3,1,1,6,3,8414,LO
9,2,2,2,5,2,15331,LO
5,1,2,2,3,1,9054,LO
51,4,2,2,13,16,79336,LO
67,5,7,7,14,19,373449,LO
50,4,6,6,13,15,203737,LO
47,4,5,5,13,14,291697,LO
44,3,7,10,13,13,180830,LO
40,3,6,9,13,12,161579,LO
37,2,6,13,13,11,144375,LO
56,10,1,1,20,20,26741,LO
53,9,1,1,19,19,24742,LO
50,8,1,1,18,18,23683,LO
47,7,2,2,17,17,60872,LO
44,6,4,5,15,16,66133,LO
41,5,8,11,15,15,180485,LO
38,5,7,10,14,14,141185,LO
35,4,9,12,12,13,166050,LO
28,2,9,12,12,11,117976,LO
25,1,10,17,12,10,111293,LO
52,7,1,1,16,16,25363,LO
95,12,2,2,16,29,115025,LO
92,12,1,1,16,28,60090,LO
135,17,2,2,25,41,277956,LO
136,19,2,2,23,40,226746,LO
133,18,2,2,22,39,223952,LO
16,2,1,1,9,3,10887,LO
13,1,4,4,10,2,28144,LO
54,5,2,2,11,20,33255,LO
51,5,1,1,11,19,23858,LO
48,4,4,4,10,18,95926,LO
45,3,4,4,10,17,82767,LO
34,2,3,3,10,13,64037,LO
53,2,1,1,15,20,43762,LO
68,6,2,2,15,19,116759,LO
65,6,1,1,15,18,56129,LO
60,5,3,3,13,17,68299,LO
57,5,2,2,13,16,51902,LO
53,6,2,2,10,18,74065,LO
50,5,2,2,9,17,111349,LO
66,6,3,3,12,22,122892,LO
63,5,4,4,12,21,125173,LO
60,5,3,3,12,20,106275,LO
64,5,3,3,12,21,120580,LO
61,6,2,2,12,20,109938,LO
58,5,3,3,13,19,138073,LO
27,2,2,2,6,9,32690,LO
24,3,1,1,6,8,15813,LO
21,2,2,2,7,7,36157,LO
18,2,1,1,6,6,16212,LO
19,3,3,3,5,5,38778,LO
16,3,2,2,5,4,24760,LO
8,2,1,1,3,2,6103,LO
5,1,1,1,2,1,4721,LO
51,6,3,3,14,17,58577,LO
48,5,3,3,14,16,47252,LO
45,5,2,2,14,15,34831,LO
42,5,1,1,14,14,22293,LO
39,4,8,9,16,13,197610,LO
43,4,8,9,14,15,217995,LO
23,1,9,11,10,8,100768,LO
57,4,6,7,24,20,165986,LO
56,3,15,23,22,20,587586,LO
49,1,15,23,20,18,443800,LO
40,1,14,22,18,14,260830,LO
51,5,1,1,18,17,25269,LO
56,4,1,1,23,20,47881,LO
59,6,3,3,21,19,170316,LO
63,7,4,4,19,18,227755,LO
60,6,5,5,18,17,265133,LO
57,5,6,6,17,16,348347,LO
54,4,8,8,16,15,408494,LO
56,6,7,7,16,15,332918,LO
52,5,7,7,14,14,288501,LO
49,4,7,7,13,13,265969,LO
41,2,8,8,11,11,206563,LO
37,1,8,8,9,10,180599,LO
34,1,7,7,8,9,133103,LO
31,1,6,6,8,8,106025,LO
28,1,5,5,8,7,82041,LO
25,1,4,4,8,6,60807,LO
20,1,3,3,8,5,33352,LO
16,1,2,2,8,4,17289,LO
13,1,1,1,8,3,8059,LO
57,4,6,11,17,21,302107,LO
54,3,9,14,15,20,366945,LO
53,2,3,3,15,21,68836,LO
50,2,2,2,15,20,47168,LO
10,1,2,2,5,3,13490,LO
54,3,11,13,16,21,312332,LO
51,2,15,23,16,20,319398,LO
48,1,8,43,15,19,205714,LO
52,7,3,3,13,15,84145,LO
49,7,2,2,13,14,66965,LO
46,7,1,1,14,13,34635,LO
26,4,3,3,12,6,48442,LO
23,4,2,2,11,5,41168,LO
20,3,3,3,10,4,35289,LO
17,2,4,4,8,3,40509,LO
13,2,3,3,7,2,21452,LO
10,1,6,6,8,1,26969,LO
59,8,2,2,12,18,52815,LO
56,5,1,1,19,21,26595,LO
53,4,4,4,18,20,163708,LO
50,3,7,10,16,19,173533,LO
44,2,11,17,16,18,273489,LO
57,2,13,20,17,24,369956,LO
44,1,12,24,16,18,265490,LO
51,5,1,1,12,19,39469,LO
169,15,5,5,12,51,309344,LO
168,15,6,6,12,50,407259,LO
165,15,5,5,12,49,282557,LO
161,15,4,4,12,48,289925,LO
131,12,3,3,12,39,117682,LO
128,12,2,2,12,38,95625,LO
114,10,2,2,12,34,68511,LO
113,10,3,3,12,33,105777,LO
110,10,2,2,12,32,67081,LO
106,10,1,1,12,31,53107,LO
56,3,6,7,19,20,212828,LO
52,3,5,6,19,19,165529,LO
49,2,15,35,20,18,336591,LO
58,7,2,2,11,21,83760,LO
55,7,1,1,11,20,42823,LO
33,3,1,1,9,13,18168,LO
30,2,4,4,8,12,78077,LO
27,1,4,4,7,11,62282,LO
52,5,1,1,12,17,38610,LO
71,7,2,2,19,23,98768,LO
104,10,2,2,20,34,115879,LO
293,27,5,5,24,96,518146,LO
289,27,4,4,24,95,537329,LO
358,35,3,3,29,118,520670,LO
131,13,5,6,27,43,295292,LO
389,39,9,10,31,129,1270870,LO
386,39,8,9,31,128,1337009,LO
381,38,12,15,31,127,1452294,LO
380,39,15,19,31,126,1461359,LO
377,38,17,21,31,125,1450867,LO
374,37,16,25,31,124,1399789,LO
366,35,8,29,31,122,1350258,LO
323,30,12,35,31,108,2025682,LO
320,30,11,34,31,107,1739185,LO
315,29,15,40,31,106,1721900,LO
314,30,18,44,31,105,2072712,LO
311,29,20,46,31,104,1708036,LO
308,28,19,50,31,103,1749724,LO
300,26,11,54,31,101,1505069,LO
257,21,10,55,31,87,1202036,LO
256,22,13,59,31,86,1072446,LO
253,21,15,61,31,85,1072619,LO
250,20,14,65,31,84,1096978,LO
242,18,12,69,31,82,1177807,LO
239,18,11,68,31,81,1091804,LO
234,17,15,74,31,80,1252193,LO
233,18,18,78,31,79,1193143,LO
230,17,20,80,31,78,1121455,LO
227,16,19,84,31,77,1088186,LO
219,14,11,88,31,75,1030271,LO
176,9,10,91,29,61,810121,LO
173,9,9,90,29,60,759076,LO
168,8,13,96,29,59,785814,LO
167,9,16,100,29,58,874361,LO
164,8,18,102,29,57,822529,LO
161,7,17,106,29,56,753774,LO
153,5,9,110,29,54,621174,LO
59,5,3,3,17,20,125834,LO
45,4,2,2,17,15,75360,LO
9,2,1,1,4,2,7671,LO
6,1,3,3,4,1,11903,LO
55,3,5,6,14,22,197131,LO
52,2,9,15,12,21,247226,LO
42,1,8,16,11,17,165817,LO
59,4,6,7,15,22,158945,LO
52,3,4,9,15,19,136200,LO
55,7,4,4,8,19,111570,LO
59,7,6,6,8,20,145806,LO
56,7,5,5,8,19,123657,LO
53,7,4,4,8,18,102372,LO
50,6,5,5,8,17,96421,LO
47,6,4,4,8,16,76366,LO
44,6,3,3,8,15,60254,LO
41,6,2,2,8,14,47747,LO
38,5,2,2,7,13,48170,LO
41,5,4,4,7,12,74898,LO
36,5,3,3,7,11,48435,LO
33,5,2,2,7,10,35326,LO
23,4,1,1,7,8,14394,LO
20,3,1,1,6,7,16928,LO
49,10,2,2,9,14,71524,LO
45,10,1,1,9,13,24086,LO
80,17,1,1,10,23,55478,LO
39,8,3,3,8,11,76375,LO
35,8,2,2,8,10,54130,LO
50,11,2,2,9,14,87230,LO
29,6,3,3,7,8,56332,LO
25,6,2,2,7,7,36287,LO
30,7,2,2,8,8,47770,LO
19,4,2,2,6,5,26246,LO
15,4,1,1,6,4,10779,LO
20,5,1,1,7,5,15073,LO
9,2,1,1,5,2,8522,LO
5,1,2,2,3,1,8599,LO
56,5,8,9,17,21,246022,LO
53,4,8,17,17,20,240350,LO
27,1,5,24,11,10,73414,LO
55,6,1,1,17,21,27915,LO
52,5,1,1,17,20,24268,LO
49,4,2,2,16,19,61788,LO
46,3,11,13,14,18,246025,LO
43,2,11,13,13,17,214416,LO
40,1,8,28,12,16,172196,LO
54,3,2,2,18,19,50456,LO
58,10,1,1,15,18,28017,LO
55,9,3,3,15,17,109062,LO
52,8,3,3,14,16,106439,LO
49,7,4,4,14,15,133902,LO
46,6,5,5,13,14,134997,LO
44,6,5,5,13,13,130403,LO
41,6,4,4,13,12,110972,LO
38,6,3,3,12,11,83966,LO
42,8,2,2,13,12,54407,LO
47,8,4,4,11,13,84303,LO
44,7,4,4,11,12,71354,LO
41,7,3,3,11,11,95229,LO
38,7,2,2,11,10,41304,LO
61,12,2,2,14,16,85854,LO
58,11,3,3,17,15,82390,LO
11,1,6,7,7,2,52261,LO
55,4,3,3,14,18,111208,LO
52,4,2,2,14,17,89035,LO
49,4,1,1,13,16,42985,LO
76,9,1,1,14,15,36872,LO
58,4,3,3,14,23,136194,LO
124,9,5,5,19,52,452568,LO
139,14,6,7,19,57,593803,LO
108,8,6,7,19,45,370358,LO
105,7,11,16,19,44,801630,LO
120,12,12,18,19,49,1002329,LO
89,6,12,18,19,37,670989,LO
86,5,11,21,19,36,751911,LO
60,2,7,34,14,25,345880,LO
75,7,8,36,15,30,368426,LO
44,1,8,36,12,18,208454,LO
55,9,1,1,11,18,34902,LO
176,32,2,2,14,57,165746,LO
173,31,4,4,14,56,245079,LO
189,33,4,4,14,61,319650,LO
167,29,4,4,14,54,245022,LO
164,28,4,4,14,53,210253,LO
183,29,4,4,14,58,295111,LO
169,27,5,5,14,54,241980,LO
168,27,6,6,14,53,244952,LO
164,27,5,5,14,52,213242,LO
161,27,4,4,14,51,208040,LO
147,26,3,3,14,47,125133,LO
143,26,2,2,14,46,108854,LO
140,25,3,3,14,45,144837,LO
156,27,3,3,14,50,199889,LO
134,23,3,3,14,43,123336,LO
131,22,3,3,14,42,116836,LO
150,23,3,3,14,47,182263,LO
136,21,4,4,14,43,147995,LO
135,21,5,5,14,42,151781,LO
131,21,4,4,14,41,125493,LO
128,21,3,3,14,40,101071,LO
114,20,2,2,14,36,55756,LO
110,20,1,1,14,35,44980,LO
107,19,3,3,13,34,192725,LO
123,21,3,3,13,39,175704,LO
101,17,3,3,13,32,103565,LO
98,16,3,3,13,31,96847,LO
117,17,3,3,13,36,159284,LO
103,15,4,4,13,32,127317,LO
102,15,5,5,13,31,130487,LO
98,15,4,4,13,30,105264,LO
95,15,3,3,13,29,88843,LO
81,14,2,2,13,25,55814,LO
77,14,1,1,13,24,32098,LO
74,13,3,3,12,23,111159,LO
90,15,3,3,12,28,162930,LO
68,11,3,3,12,21,90864,LO
65,10,3,3,12,20,84720,LO
84,11,3,3,12,25,146455,LO
70,9,4,4,12,21,114561,LO
69,9,5,5,12,20,117748,LO
65,9,4,4,12,19,92946,LO
62,9,3,3,12,18,76682,LO
48,8,2,2,12,14,30603,LO
44,8,1,1,12,13,19718,LO
41,7,2,2,11,12,35232,LO
52,3,1,1,15,19,46305,LO
55,4,1,1,14,18,26468,LO
52,3,2,2,13,17,50369,LO
49,3,3,3,14,16,95771,LO
49,4,4,4,12,15,108565,LO
46,3,8,8,11,14,242440,LO
43,3,7,7,11,13,170758,LO
40,3,6,6,11,12,142847,LO
37,2,7,7,11,11,134803,LO
34,2,6,6,11,10,129955,LO
31,1,7,22,11,9,92339,LO
57,8,1,1,17,18,28505,LO
54,7,6,6,16,17,183232,LO
51,6,9,12,20,16,273458,LO
48,6,8,11,18,15,220215,LO
45,6,10,15,17,14,217344,LO
42,5,11,16,15,13,207785,LO
39,5,10,15,13,12,173965,LO
33,3,10,15,13,10,140454,LO
28,2,6,17,13,8,93036,LO
25,1,9,20,11,7,87617,LO
51,3,1,1,18,16,24826,LO
48,2,5,5,17,15,92352,LO
43,1,5,6,17,14,108097,LO
55,8,1,1,23,18,27260,LO
52,7,1,1,22,17,25185,LO
49,6,3,3,21,16,96932,LO
46,6,2,2,21,15,97321,LO
43,6,1,1,20,14,59999,LO
43,5,1,1,18,13,38188,LO
41,4,2,2,16,12,93276,LO
38,3,2,2,15,11,112658,LO
5,1,1,1,2,1,5143,LO
57,7,8,10,18,19,340553,LO
56,7,7,9,16,19,228221,LO
65,8,7,9,18,20,318961,LO
68,8,9,11,16,20,378520,LO
63,8,8,10,16,18,295541,LO
34,3,9,11,12,10,151165,LO
30,3,8,10,12,9,185813,LO
21,2,7,9,10,7,71765,LO
53,2,12,15,19,21,363969,LO
50,2,17,21,20,20,362942,LO
47,1,9,28,18,19,269449,LO
53,8,4,4,14,15,109491,LO
51,8,4,4,14,14,99625,LO
48,8,3,3,14,13,83372,LO
45,7,3,3,14,12,73859,LO
42,6,3,3,14,11,65732,LO
44,6,4,4,14,11,80589,LO
40,6,3,3,14,10,58690,LO
37,5,3,3,14,9,51922,LO
33,5,2,2,14,8,34115,LO
30,5,1,1,14,7,19354,LO
46,8,1,1,16,10,31153,LO
43,7,2,2,16,9,56707,LO
20,4,1,1,12,4,11259,LO
17,3,2,2,11,3,18064,LO
55,5,5,8,16,21,85808,LO
52,4,11,24,16,20,345761,LO
49,3,11,24,15,19,278067,LO
35,1,4,32,12,14,87318,LO
54,7,2,2,14,19,61261,LO
51,6,5,8,18,18,125347,LO
56,5,7,11,16,21,166289,LO
46,3,7,11,16,17,125984,LO
41,2,8,15,16,15,157315,LO
36,2,7,14,14,13,110495,LO
39,1,7,14,13,15,113842,LO
55,7,4,4,15,21,169796,LO
51,7,1,1,17,18,46292,LO
48,7,3,3,21,17,87033,LO
45,6,3,3,19,16,100464,LO
42,5,10,11,17,15,267069,LO
39,4,10,12,17,14,269484,LO
36,3,10,12,15,13,238809,LO
29,1,9,23,13,11,160986,LO
51,4,2,2,19,19,108079,LO
48,4,1,1,19,18,49981,LO
43,3,4,4,17,17,91883,LO
42,2,5,5,15,17,118049,LO
39,1,6,7,13,16,116112,LO
55,4,2,2,17,19,45761,LO
